Epoch [0], train_loss: 0.5381, train_acc: 0.6747, val_loss: 0.5373, val_acc: 0.6695
Epoch [50], train_loss: 0.0623, train_acc: 0.9822, val_loss: 0.1238, val_acc: 0.9505
Epoch [51], train_loss: 0.0603, train_acc: 0.9833, val_loss: 0.1237, val_acc: 0.9500
Epoch [52], train_loss: 0.0584, train_acc: 0.9846, val_loss: 0.1238, val_acc: 0.9500
Epoch [53], train_loss: 0.0565, train_acc: 0.9852, val_loss: 0.1236, val_acc: 0.9505
Epoch [54], train_loss: 0.0547, train_acc: 0.9860, val_loss: 0.1231, val_acc: 0.9505
Epoch [55], train_loss: 0.0529, train_acc: 0.9872, val_loss: 0.1225, val_acc: 0.9510
Epoch [56], train_loss: 0.0512, train_acc: 0.9880, val_loss: 0.1220, val_acc: 0.9515
Epoch [57], train_loss: 0.0494, train_acc: 0.9894, val_loss: 0.1217, val_acc: 0.9515
Epoch [58], train_loss: 0.0477, train_acc: 0.9900, val_loss: 0.1216, val_acc: 0.9515
Epoch [59], train_loss: 0.0460, train_acc: 0.9905, val_loss: 0.1216, val_acc: 0.9520
Epoch [60], train_loss: 0.0444, train_acc: 0.9914, val_loss: 0.1216, val_acc: 0.9520
Epoch [61], train_loss: 0.0428, train_acc: 0.9916, val_loss: 0.1214, val_acc: 0.9520
Epoch [62], train_loss: 0.0413, train_acc: 0.9923, val_loss: 0.1211, val_acc: 0.9515
Epoch [63], train_loss: 0.0398, train_acc: 0.9924, val_loss: 0.1207, val_acc: 0.9520
Epoch [64], train_loss: 0.0383, train_acc: 0.9933, val_loss: 0.1204, val_acc: 0.9520
Epoch [65], train_loss: 0.0368, train_acc: 0.9944, val_loss: 0.1203, val_acc: 0.9520
Epoch [66], train_loss: 0.0354, train_acc: 0.9944, val_loss: 0.1204, val_acc: 0.9520
Epoch [67], train_loss: 0.0341, train_acc: 0.9946, val_loss: 0.1205, val_acc: 0.9525
Epoch [68], train_loss: 0.0327, train_acc: 0.9950, val_loss: 0.1205, val_acc: 0.9525
Epoch [69], train_loss: 0.0315, train_acc: 0.9954, val_loss: 0.1203, val_acc: 0.9525
Epoch [70], train_loss: 0.0302, train_acc: 0.9960, val_loss: 0.1202, val_acc: 0.9520
Epoch [71], train_loss: 0.0290, train_acc: 0.9962, val_loss: 0.1200, val_acc: 0.9520
Epoch [72], train_loss: 0.0279, train_acc: 0.9966, val_loss: 0.1199, val_acc: 0.9520
Epoch [73], train_loss: 0.0268, train_acc: 0.9967, val_loss: 0.1200, val_acc: 0.9520
Epoch [74], train_loss: 0.0257, train_acc: 0.9969, val_loss: 0.1203, val_acc: 0.9520
Epoch [75], train_loss: 0.0246, train_acc: 0.9973, val_loss: 0.1203, val_acc: 0.9520
Epoch [76], train_loss: 0.0236, train_acc: 0.9975, val_loss: 0.1203, val_acc: 0.9520
Epoch [77], train_loss: 0.0226, train_acc: 0.9976, val_loss: 0.1204, val_acc: 0.9520
Epoch [78], train_loss: 0.0217, train_acc: 0.9979, val_loss: 0.1205, val_acc: 0.9525
Epoch [79], train_loss: 0.0208, train_acc: 0.9983, val_loss: 0.1206, val_acc: 0.9525
Epoch [80], train_loss: 0.0199, train_acc: 0.9983, val_loss: 0.1207, val_acc: 0.9525
Epoch [81], train_loss: 0.0191, train_acc: 0.9984, val_loss: 0.1207, val_acc: 0.9520
Epoch [82], train_loss: 0.0183, train_acc: 0.9984, val_loss: 0.1208, val_acc: 0.9520
Epoch [83], train_loss: 0.0175, train_acc: 0.9985, val_loss: 0.1209, val_acc: 0.9515
Epoch [84], train_loss: 0.0168, train_acc: 0.9987, val_loss: 0.1211, val_acc: 0.9515
Epoch [85], train_loss: 0.0161, train_acc: 0.9990, val_loss: 0.1215, val_acc: 0.9525
Epoch [86], train_loss: 0.0154, train_acc: 0.9990, val_loss: 0.1218, val_acc: 0.9525
Epoch [87], train_loss: 0.0148, train_acc: 0.9990, val_loss: 0.1221, val_acc: 0.9525
Epoch [88], train_loss: 0.0142, train_acc: 0.9990, val_loss: 0.1224, val_acc: 0.9520
Epoch [89], train_loss: 0.0136, train_acc: 0.9990, val_loss: 0.1227, val_acc: 0.9525
Epoch [90], train_loss: 0.0131, train_acc: 0.9995, val_loss: 0.1228, val_acc: 0.9525
Epoch [91], train_loss: 0.0125, train_acc: 0.9995, val_loss: 0.1228, val_acc: 0.9525
Epoch [92], train_loss: 0.0121, train_acc: 0.9995, val_loss: 0.1230, val_acc: 0.9525
Epoch [93], train_loss: 0.0116, train_acc: 0.9999, val_loss: 0.1235, val_acc: 0.9525
Epoch [94], train_loss: 0.0111, train_acc: 0.9999, val_loss: 0.1242, val_acc: 0.9520
Epoch [95], train_loss: 0.0107, train_acc: 0.9999, val_loss: 0.1246, val_acc: 0.9520
Epoch [96], train_loss: 0.0103, train_acc: 0.9999, val_loss: 0.1247, val_acc: 0.9530
Epoch [97], train_loss: 0.0099, train_acc: 0.9999, val_loss: 0.1246, val_acc: 0.9525
Epoch [98], train_loss: 0.0095, train_acc: 0.9999, val_loss: 0.1246, val_acc: 0.9530
Epoch [99], train_loss: 0.0092, train_acc: 1.0000, val_loss: 0.1249, val_acc: 0.9530
Epoch [100], train_loss: 0.0088, train_acc: 1.0000, val_loss: 0.1254, val_acc: 0.9530
Epoch [101], train_loss: 0.0085, train_acc: 1.0000, val_loss: 0.1260, val_acc: 0.9530
Epoch [102], train_loss: 0.0082, train_acc: 1.0000, val_loss: 0.1267, val_acc: 0.9525
Epoch [103], train_loss: 0.0079, train_acc: 1.0000, val_loss: 0.1268, val_acc: 0.9525
Epoch [104], train_loss: 0.0076, train_acc: 1.0000, val_loss: 0.1268, val_acc: 0.9530
Epoch [105], train_loss: 0.0074, train_acc: 1.0000, val_loss: 0.1268, val_acc: 0.9525
Epoch [106], train_loss: 0.0071, train_acc: 1.0000, val_loss: 0.1269, val_acc: 0.9525
Epoch [107], train_loss: 0.0069, train_acc: 1.0000, val_loss: 0.1273, val_acc: 0.9525
Epoch [108], train_loss: 0.0067, train_acc: 1.0000, val_loss: 0.1278, val_acc: 0.9525
Epoch [109], train_loss: 0.0064, train_acc: 1.0000, val_loss: 0.1283, val_acc: 0.9525
Epoch [110], train_loss: 0.0062, train_acc: 1.0000, val_loss: 0.1286, val_acc: 0.9525
Epoch [111], train_loss: 0.0060, train_acc: 1.0000, val_loss: 0.1288, val_acc: 0.9530
Epoch [112], train_loss: 0.0059, train_acc: 1.0000, val_loss: 0.1289, val_acc: 0.9525
Epoch [113], train_loss: 0.0057, train_acc: 1.0000, val_loss: 0.1290, val_acc: 0.9525
Epoch [114], train_loss: 0.0055, train_acc: 1.0000, val_loss: 0.1293, val_acc: 0.9525
Epoch [115], train_loss: 0.0053, train_acc: 1.0000, val_loss: 0.1297, val_acc: 0.9525
Epoch [116], train_loss: 0.0052, train_acc: 1.0000, val_loss: 0.1302, val_acc: 0.9525
Epoch [117], train_loss: 0.0050, train_acc: 1.0000, val_loss: 0.1307, val_acc: 0.9525
Epoch [118], train_loss: 0.0049, train_acc: 1.0000, val_loss: 0.1311, val_acc: 0.9525
Epoch [119], train_loss: 0.0048, train_acc: 1.0000, val_loss: 0.1313, val_acc: 0.9520
Epoch [120], train_loss: 0.0046, train_acc: 1.0000, val_loss: 0.1314, val_acc: 0.9525
Epoch [121], train_loss: 0.0045, train_acc: 1.0000, val_loss: 0.1316, val_acc: 0.9525
Epoch [122], train_loss: 0.0044, train_acc: 1.0000, val_loss: 0.1320, val_acc: 0.9525
Epoch [123], train_loss: 0.0043, train_acc: 1.0000, val_loss: 0.1326, val_acc: 0.9520
Epoch [124], train_loss: 0.0042, train_acc: 1.0000, val_loss: 0.1331, val_acc: 0.9520
Epoch [125], train_loss: 0.0041, train_acc: 1.0000, val_loss: 0.1334, val_acc: 0.9515
Epoch [126], train_loss: 0.0040, train_acc: 1.0000, val_loss: 0.1336, val_acc: 0.9515
Epoch [127], train_loss: 0.0039, train_acc: 1.0000, val_loss: 0.1337, val_acc: 0.9525
Epoch [128], train_loss: 0.0038, train_acc: 1.0000, val_loss: 0.1338, val_acc: 0.9525
Epoch [129], train_loss: 0.0037, train_acc: 1.0000, val_loss: 0.1341, val_acc: 0.9525
Epoch [130], train_loss: 0.0036, train_acc: 1.0000, val_loss: 0.1344, val_acc: 0.9525
Epoch [131], train_loss: 0.0035, train_acc: 1.0000, val_loss: 0.1347, val_acc: 0.9520
Epoch [132], train_loss: 0.0034, train_acc: 1.0000, val_loss: 0.1349, val_acc: 0.9520
Epoch [133], train_loss: 0.0034, train_acc: 1.0000, val_loss: 0.1352, val_acc: 0.9520
Epoch [134], train_loss: 0.0033, train_acc: 1.0000, val_loss: 0.1354, val_acc: 0.9520
Epoch [135], train_loss: 0.0032, train_acc: 1.0000, val_loss: 0.1356, val_acc: 0.9520
Epoch [136], train_loss: 0.0031, train_acc: 1.0000, val_loss: 0.1358, val_acc: 0.9520
Epoch [137], train_loss: 0.0031, train_acc: 1.0000, val_loss: 0.1359, val_acc: 0.9520
Epoch [138], train_loss: 0.0030, train_acc: 1.0000, val_loss: 0.1361, val_acc: 0.9525
Epoch [139], train_loss: 0.0029, train_acc: 1.0000, val_loss: 0.1362, val_acc: 0.9530
Epoch [140], train_loss: 0.0029, train_acc: 1.0000, val_loss: 0.1365, val_acc: 0.9530
Epoch [141], train_loss: 0.0028, train_acc: 1.0000, val_loss: 0.1367, val_acc: 0.9530
Epoch [142], train_loss: 0.0028, train_acc: 1.0000, val_loss: 0.1370, val_acc: 0.9530
Epoch [143], train_loss: 0.0027, train_acc: 1.0000, val_loss: 0.1373, val_acc: 0.9520
Epoch [144], train_loss: 0.0026, train_acc: 1.0000, val_loss: 0.1377, val_acc: 0.9520
Epoch [145], train_loss: 0.0026, train_acc: 1.0000, val_loss: 0.1381, val_acc: 0.9520
Epoch [146], train_loss: 0.0026, train_acc: 1.0000, val_loss: 0.1384, val_acc: 0.9520
Epoch [147], train_loss: 0.0025, train_acc: 1.0000, val_loss: 0.1384, val_acc: 0.9520
Epoch [148], train_loss: 0.0024, train_acc: 1.0000, val_loss: 0.1384, val_acc: 0.9520
Epoch [149], train_loss: 0.0024, train_acc: 1.0000, val_loss: 0.1384, val_acc: 0.9530
Epoch [150], train_loss: 0.0024, train_acc: 1.0000, val_loss: 0.1386, val_acc: 0.9530
Epoch [151], train_loss: 0.0023, train_acc: 1.0000, val_loss: 0.1388, val_acc: 0.9530
Epoch [152], train_loss: 0.0023, train_acc: 1.0000, val_loss: 0.1391, val_acc: 0.9525
Epoch [153], train_loss: 0.0022, train_acc: 1.0000, val_loss: 0.1395, val_acc: 0.9520
Epoch [154], train_loss: 0.0022, train_acc: 1.0000, val_loss: 0.1398, val_acc: 0.9520
Epoch [155], train_loss: 0.0022, train_acc: 1.0000, val_loss: 0.1401, val_acc: 0.9520
Epoch [156], train_loss: 0.0021, train_acc: 1.0000, val_loss: 0.1402, val_acc: 0.9520
Epoch [157], train_loss: 0.0021, train_acc: 1.0000, val_loss: 0.1403, val_acc: 0.9525
Epoch [158], train_loss: 0.0020, train_acc: 1.0000, val_loss: 0.1404, val_acc: 0.9525
Epoch [159], train_loss: 0.0020, train_acc: 1.0000, val_loss: 0.1405, val_acc: 0.9530
Epoch [160], train_loss: 0.0020, train_acc: 1.0000, val_loss: 0.1407, val_acc: 0.9530
Epoch [161], train_loss: 0.0019, train_acc: 1.0000, val_loss: 0.1410, val_acc: 0.9520
Epoch [162], train_loss: 0.0019, train_acc: 1.0000, val_loss: 0.1413, val_acc: 0.9520
Epoch [163], train_loss: 0.0019, train_acc: 1.0000, val_loss: 0.1415, val_acc: 0.9515
Epoch [164], train_loss: 0.0018, train_acc: 1.0000, val_loss: 0.1418, val_acc: 0.9515
Epoch [165], train_loss: 0.0018, train_acc: 1.0000, val_loss: 0.1422, val_acc: 0.9520
Epoch [166], train_loss: 0.0018, train_acc: 1.0000, val_loss: 0.1424, val_acc: 0.9520
Epoch [167], train_loss: 0.0018, train_acc: 1.0000, val_loss: 0.1426, val_acc: 0.9515
Epoch [168], train_loss: 0.0017, train_acc: 1.0000, val_loss: 0.1427, val_acc: 0.9520
Epoch [169], train_loss: 0.0017, train_acc: 1.0000, val_loss: 0.1428, val_acc: 0.9520
Epoch [170], train_loss: 0.0017, train_acc: 1.0000, val_loss: 0.1427, val_acc: 0.9515
Epoch [171], train_loss: 0.0017, train_acc: 1.0000, val_loss: 0.1426, val_acc: 0.9515
Epoch [172], train_loss: 0.0016, train_acc: 1.0000, val_loss: 0.1426, val_acc: 0.9535
Epoch [173], train_loss: 0.0016, train_acc: 1.0000, val_loss: 0.1427, val_acc: 0.9535
Epoch [174], train_loss: 0.0016, train_acc: 1.0000, val_loss: 0.1429, val_acc: 0.9525
Epoch [175], train_loss: 0.0016, train_acc: 1.0000, val_loss: 0.1430, val_acc: 0.9525
Epoch [176], train_loss: 0.0015, train_acc: 1.0000, val_loss: 0.1431, val_acc: 0.9525
Epoch [177], train_loss: 0.0015, train_acc: 1.0000, val_loss: 0.1434, val_acc: 0.9515
Epoch [178], train_loss: 0.0015, train_acc: 1.0000, val_loss: 0.1437, val_acc: 0.9520
Epoch [179], train_loss: 0.0015, train_acc: 1.0000, val_loss: 0.1440, val_acc: 0.9520
Epoch [180], train_loss: 0.0014, train_acc: 1.0000, val_loss: 0.1442, val_acc: 0.9520
Epoch [181], train_loss: 0.0014, train_acc: 1.0000, val_loss: 0.1444, val_acc: 0.9520
Epoch [182], train_loss: 0.0014, train_acc: 1.0000, val_loss: 0.1444, val_acc: 0.9520
Epoch [183], train_loss: 0.0014, train_acc: 1.0000, val_loss: 0.1444, val_acc: 0.9520
Epoch [184], train_loss: 0.0014, train_acc: 1.0000, val_loss: 0.1444, val_acc: 0.9525
Epoch [185], train_loss: 0.0014, train_acc: 1.0000, val_loss: 0.1445, val_acc: 0.9525
Epoch [186], train_loss: 0.0013, train_acc: 1.0000, val_loss: 0.1448, val_acc: 0.9525
Epoch [187], train_loss: 0.0013, train_acc: 1.0000, val_loss: 0.1451, val_acc: 0.9525
Epoch [188], train_loss: 0.0013, train_acc: 1.0000, val_loss: 0.1455, val_acc: 0.9520
Epoch [189], train_loss: 0.0013, train_acc: 1.0000, val_loss: 0.1459, val_acc: 0.9520
Epoch [190], train_loss: 0.0013, train_acc: 1.0000, val_loss: 0.1462, val_acc: 0.9520
Epoch [191], train_loss: 0.0013, train_acc: 1.0000, val_loss: 0.1464, val_acc: 0.9520
Epoch [192], train_loss: 0.0012, train_acc: 1.0000, val_loss: 0.1464, val_acc: 0.9520
Epoch [193], train_loss: 0.0012, train_acc: 1.0000, val_loss: 0.1464, val_acc: 0.9515
Epoch [194], train_loss: 0.0012, train_acc: 1.0000, val_loss: 0.1463, val_acc: 0.9520
Epoch [195], train_loss: 0.0012, train_acc: 1.0000, val_loss: 0.1464, val_acc: 0.9520
Epoch [196], train_loss: 0.0012, train_acc: 1.0000, val_loss: 0.1465, val_acc: 0.9525
Epoch [197], train_loss: 0.0012, train_acc: 1.0000, val_loss: 0.1468, val_acc: 0.9520
Epoch [198], train_loss: 0.0011, train_acc: 1.0000, val_loss: 0.1471, val_acc: 0.9520
Epoch [199], train_loss: 0.0011, train_acc: 1.0000, val_loss: 0.1474, val_acc: 0.9520
Epoch [200], train_loss: 0.0011, train_acc: 1.0000, val_loss: 0.1476, val_acc: 0.9520
Epoch [201], train_loss: 0.0011, train_acc: 1.0000, val_loss: 0.1479, val_acc: 0.9520
Epoch [202], train_loss: 0.0011, train_acc: 1.0000, val_loss: 0.1481, val_acc: 0.9525
Epoch [203], train_loss: 0.0011, train_acc: 1.0000, val_loss: 0.1482, val_acc: 0.9520
Epoch [204], train_loss: 0.0011, train_acc: 1.0000, val_loss: 0.1482, val_acc: 0.9520
Epoch [205], train_loss: 0.0010, train_acc: 1.0000, val_loss: 0.1482, val_acc: 0.9520
Epoch [206], train_loss: 0.0010, train_acc: 1.0000, val_loss: 0.1482, val_acc: 0.9520
Epoch [207], train_loss: 0.0010, train_acc: 1.0000, val_loss: 0.1482, val_acc: 0.9520
Epoch [208], train_loss: 0.0010, train_acc: 1.0000, val_loss: 0.1483, val_acc: 0.9520
Epoch [209], train_loss: 0.0010, train_acc: 1.0000, val_loss: 0.1486, val_acc: 0.9520
Epoch [210], train_loss: 0.0010, train_acc: 1.0000, val_loss: 0.1490, val_acc: 0.9520
Epoch [211], train_loss: 0.0010, train_acc: 1.0000, val_loss: 0.1494, val_acc: 0.9525
Epoch [212], train_loss: 0.0010, train_acc: 1.0000, val_loss: 0.1497, val_acc: 0.9525
Epoch [213], train_loss: 0.0010, train_acc: 1.0000, val_loss: 0.1500, val_acc: 0.9520
Epoch [214], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1500, val_acc: 0.9520
Epoch [215], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1499, val_acc: 0.9525
Epoch [216], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1498, val_acc: 0.9520
Epoch [217], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1497, val_acc: 0.9520
Epoch [218], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1498, val_acc: 0.9520
Epoch [219], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1498, val_acc: 0.9520
Epoch [220], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1500, val_acc: 0.9520
Epoch [221], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1501, val_acc: 0.9520
Epoch [222], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1502, val_acc: 0.9520
Epoch [223], train_loss: 0.0009, train_acc: 1.0000, val_loss: 0.1504, val_acc: 0.9520
Epoch [224], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1505, val_acc: 0.9520
Epoch [225], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1507, val_acc: 0.9520
Epoch [226], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1509, val_acc: 0.9520
Epoch [227], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1510, val_acc: 0.9520
Epoch [228], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1511, val_acc: 0.9520
Epoch [229], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1512, val_acc: 0.9525
Epoch [230], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1513, val_acc: 0.9525
Epoch [231], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1513, val_acc: 0.9525
Epoch [232], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1514, val_acc: 0.9525
Epoch [233], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1515, val_acc: 0.9525
Epoch [234], train_loss: 0.0008, train_acc: 1.0000, val_loss: 0.1516, val_acc: 0.9525
Epoch [235], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1517, val_acc: 0.9525
Epoch [236], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1519, val_acc: 0.9525
Epoch [237], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1520, val_acc: 0.9525
Epoch [238], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1522, val_acc: 0.9525
Epoch [239], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1523, val_acc: 0.9525
Epoch [240], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1525, val_acc: 0.9525
Epoch [241], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1526, val_acc: 0.9525
Epoch [242], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1528, val_acc: 0.9525
Epoch [243], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1529, val_acc: 0.9525
Epoch [244], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1531, val_acc: 0.9525
Epoch [245], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1532, val_acc: 0.9525
Epoch [246], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1533, val_acc: 0.9525
Epoch [247], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1534, val_acc: 0.9525
Epoch [248], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1535, val_acc: 0.9525
Epoch [249], train_loss: 0.0007, train_acc: 1.0000, val_loss: 0.1535, val_acc: 0.9520
Epoch [250], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1536, val_acc: 0.9520
Epoch [251], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1537, val_acc: 0.9520
Epoch [252], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1539, val_acc: 0.9520
Epoch [253], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1541, val_acc: 0.9520
Epoch [254], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1544, val_acc: 0.9520
Epoch [255], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1547, val_acc: 0.9525
Epoch [256], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1550, val_acc: 0.9525
Epoch [257], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1554, val_acc: 0.9520
Epoch [258], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1555, val_acc: 0.9520
Epoch [259], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1555, val_acc: 0.9520
Epoch [260], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1555, val_acc: 0.9525
Epoch [261], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1553, val_acc: 0.9525
Epoch [262], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1550, val_acc: 0.9520
Epoch [263], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1549, val_acc: 0.9520
Epoch [264], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1549, val_acc: 0.9520
Epoch [265], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1550, val_acc: 0.9520
Epoch [266], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1551, val_acc: 0.9520
Epoch [267], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1552, val_acc: 0.9520
Epoch [268], train_loss: 0.0006, train_acc: 1.0000, val_loss: 0.1554, val_acc: 0.9520
Epoch [269], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1556, val_acc: 0.9520
Epoch [270], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1558, val_acc: 0.9520
Epoch [271], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1559, val_acc: 0.9520
Epoch [272], train_loss: 0.0005, train_acc: 1.0000, val_loss: 0.1560, val_acc: 0.9520
